DATE,DAY,SEASON,TEST SITE,HABITAT,SAMPLE TYPE,CLASS,ORDER,SUBORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS ,SPECIES,STAGE COLL.,# COLLECTED,# FEMALE,# MALE,# UNKNOWN,NOTES,,Total
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,208,195,13,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,25,18,7,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,152,144,8,0,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,72,59,12,1,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,119,103,14,2,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,9,4,5,0,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,204,193,9,2,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,44,34,9,1,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,84,70,13,1,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,12,10,2,0,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,86,63,22,1,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,8,8,0,0,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,1,0,0,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,14,12,2,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,4,4,0,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,28,21,7,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,458,354,104,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,3,2,1,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,58,53,5,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,3,3,0,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,122,97,24,1,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,40,32,8,0,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,7,5,2,0,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,1,0,1,0,,,
8-Aug-15,9,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,1,0,1,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,303,168,135,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,19,14,5,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,279,245,34,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,6,5,1,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,2,1,1,0,,,
8-Aug-15,9,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,2,1,1,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,4,3,1,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
8-Aug-15,9,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,153,138,15,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,22,18,4,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,4,0,4,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,1,1,0,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,135,131,4,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,96,76,20,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,185,147,38,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,10,6,4,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,,0,0,,,
9-Aug-15,10,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,16,0,16,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,2,0,2,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,53,48,5,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,8,3,5,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,6,5,1,0,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,1,0,0,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,31,22,9,0,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,525,387,137,1,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,8,6,2,0,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,80,67,13,0,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,54,42,12,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,0,1,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,13,9,4,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,6,3,3,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,,,,,,
9-Aug-15,10,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,,,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,468,363,105,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,9,9,0,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,5,5,0,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,35,27,8,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,,,,
9-Aug-15,10,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,,,,
